Name,WAR,Name-additional
Tyler Mahle,,mahlety01
Luke Maile,0.7,mailelu01
Martín Maldonado,0.3,maldoma01
Sean Manaea,,manaese01
Trey Mancini,1.4,mancitr01
Matt Manning,,mannima02
Alek Manoah,,manoaal01
Joe Mantiply,0.0,mantijo01
Tucupita Marcano*,-0.6,marcatu01
Manuel Margot,1.6,margoma01
Ron Marinaccio,,marinro01
Jake Marisnick,0.2,marisja01
Parker Markel,,markepa01
Germán Márquez,,marquge01
Deven Marrero,-0.1,marrede01
Brandon Marsh*,1.6,marshbr02
José Marte,,martejo01
Ketel Marte#,1.5,marteke01
Starling Marte,3.8,martest01
Yunior Marte,,marteyu01
Brett Martin*,0.0,martibr01
Chris Martin,0.0,martich02
Corbin Martin,,martico02
Davis Martin*,,martida03
Richie Martin,0.0,martiri01
Adrián Martinez,,martiad01
J.D. Martinez,1.1,martijd02
Nick Martinez*,,martini01
Seth Martinez,,martise01
Michael Massey*,0.8,massemi02
Miles Mastrobuoni*,-0.2,mastrmi01
Jorge Mateo,3.4,mateojo01
Mark Mathias,0.9,mathima01
J.J. Matijevic*,-0.1,matijjj01
Nick Maton*,0.7,matonni01
Phil Maton,,matonph01
Steven Matz,,matzst01
Tyler Matzek*,,matzety01
Dustin May,,maydu01
Trevor May,,maytr01
Mike Mayers,,mayermi01
Jack Mayfield,-0.2,mayfija01
Tim Mayza*,,mayzati01
Nomar Mazara*,0.2,mazarno01
Patrick Mazeika*,-0.3,mazeipa01
Chris Mazza,,mazzach01
James McCann,-0.1,mccanja02
Jake McCarthy*,2.4,mccarja02
Kirk McCarty*,,mccarki01
Shane McClanahan*,,mcclash01
Chas McCormick,1.3,mccorch01
Lance McCullers Jr.*,,mcculla02
Andrew McCutchen,1.2,mccutan01
Mickey McDonald#,0.0,mcdonmi01
T.J. McFarland*,,mcfartj01
Easton McGee,,mcgeeea01
Jake McGee*,,mcgeeja01
Reese McGuire*,0.9,mcguire01
Collin McHugh,,mchugco01
David McKay,,mckayda02
Ryan McKenna,0.2,mckenry01
Triston McKenzie,,mckentr01
Billy McKinney*,-0.8,mckinbi01
Zach McKinstry*,0.6,mckinza01
Ryan McMahon*,3.0,mcmahry01
Jeff McNeil*,5.7,mcneije01
Austin Meadows*,0.7,meadoau01
John Means*,,meansjo01
Nick Mears,,mearsni01
Adonis Medina,0.0,medinad01
Trevor Megill*,,megiltr01
Tylor Megill,,megilty01
Francisco Mejía#,0.7,mejiafr01
J.C. Mejía,,mejiaje02
Mark Melancon,0.0,melanma01
MJ Melendez*,0.5,melenmj01
Danny Mendick,0.5,mendida01
Joey Meneses,1.0,menesjo01
Conner Menez*,,menezco01
Daniel Mengden,,mengdda01
Óscar Mercado,-0.1,mercaos01
Yermín Mercedes,-0.1,merceye01
Whit Merrifield,0.0,merriwh01
Julian Merryweather,,merryju01
Max Meyer*,,meyerma01
Jake Meyers,0.5,meyerja02
Keynan Middleton,0.0,middlke01
Miles Mikolas,,mikolmi01
Wade Miley*,,mileywa01
Brad Miller*,-1.6,millebr02
Owen Miller,0.3,milleow01
Shelby Miller,,millesh01
Tyson Miller,,millety01
Alec Mills,0.0,millsal02
Wyatt Mills,0.0,millswy01
Hoby Milner*,,milneho01
Tommy Milone*,,milonto01
Juan Minaya,,minayju01
Mike Minor,,minormi01
A.J. Minter*,,minteaj01
Jose Miranda,1.0,miranjo01
Anthony Misiewicz,,misiean01
Calvin Mitchell*,-0.4,mitchca01
Garrett Mitchell*,0.9,mitchga01
Casey Mize,,mizeca01
Yadier Molina,0.2,molinya01
Sam Moll*,,mollsa01
Yoán Moncada#,0.9,moncayo01
Adalberto Mondesí#,-0.2,mondera02
Nate Mondou*,0.0,mondona01
Mickey Moniak*,-1.0,moniami01
Frankie Montas,,montafr02
Elehuris Montero,0.1,monteel01
Rafael Montero,,montera01
Bryce Montes de Oca,,montebr01
Jordan Montgomery*,,montgjo01
Dylan Moore,1.4,mooredy01
Matt Moore*,,moorema02
Francisco Morales,,moralfr02
Brian Moran*,,moranbr01
Colin Moran*,-0.2,moranco01
Jovani Moran*,,moranjo01
Adrián Morejón*,,morejad01
Christopher Morel,1.2,morelch01
Gabriel Moreno,0.7,morenga01
Dauri Moreta,0.0,moretda01
Eli Morgan,,morgael01
Reyes Moronta,0.0,moronre01
Cody Morris,,morrico01
Charlie Morton,,mortoch02
Taylor Motter,-0.2,motteta01
Ryan Mountcastle,1.3,mountry01
Mike Moustakas*,-1.0,moustmi01
Kyle Muller,,mulleky01
Cedric Mullins*,3.8,mullice01
Max Muncy*,2.7,muncyma01
Andrés Muñoz,,munozan01
Yairo Muñoz,-0.1,munozya01
Penn Murfee,0.0,murfepe01
Patrick Murphy,,murphpa02
Sean Murphy,3.5,murphse01
Tom Murphy,0.5,murphto04
Joe Musgrove,,musgrjo01
Parker Mushinski*,,mushipa01
Símon Muzziotti*,-0.1,muzzisi01
Wil Myers,1.2,myerswi01
James Naile,,naileja01
Tommy Nance,,nanceto01
Tyler Naquin*,-0.3,naquity01
Andrew Nardi*,0.0,nardian01
Omar Narváez*,0.3,narvaom01
Packy Naughton,,naughpa01
Bo Naylor*,-0.2,naylobo01
Josh Naylor*,1.8,naylojo01
Nick Neidert,,neideni01
Kyle Nelson*,0.0,nelsoky01
Nick Nelson,,nelsoni01
Ryne Nelson,,nelsory01
Hector Neris,,nerishe01
Sheldon Neuse,-0.8,neusesh01
Tyler Nevin,-0.4,nevinty01
Sean Newcomb*,,newcose01
Kevin Newman,1.1,newmake01
Tomás Nido,0.3,nidoto01
Brandon Nimmo*,5.1,nimmobr01
Vinny Nittoli,,nittovi01
Stephen Nogosek,,nogosst01
Aaron Nola,,nolaaa01
Austin Nola,2.0,nolaau01
Lars Nootbaar*,2.1,nootbla01
Daniel Norris*,0.0,norrida01
James Norwood,,norwoja01
Dom Nuñez*,-0.4,nunezdo01
Riley O'Brien,,obrieri01
Darren O'Day,,odayda01
Ryan O'Hearn*,-0.5,ohearry01
Logan O'Hoppe,-0.1,ohopplo01
Brian O'Keefe,0.0,okeefbr01
Tyler O'Neill,1.3,oneilty01
Bailey Ober,,oberba01
Rougned Odor*,-0.4,odorro01
Jake Odorizzi,,odorija01
Cristofer Ogando,,ogandcr01
Shohei Ohtani*,3.4,ohtansh01
Steven Okert*,0.0,okertst01
Chris Okey,-0.2,okeych01
Edward Olivares,0.1,olivaed02
Adam Oller,,ollerad01
Matt Olson*,3.4,olsonma02
Kaleb Ort,,ortka01
Oliver Ortega,,ortegol01
Rafael Ortega*,0.3,ortegra01
Luis Ortiz,,ortizlu02
Luis Ortiz,,ortizlu03
Adam Ottavino#,,ottavad01
Glenn Otto,,ottogl01
James Outman*,0.4,outmaja01
Connor Overton*,,overtco01
Johan Oviedo,,oviedjo01
Chris Owings,-0.5,owingch01
Marcell Ozuna,-0.8,ozunama01
Cristian Pache,-0.6,pachecr01
Chris Paddack,,paddach01
Nicholas Padilla,,padilni01
Kevin Padlo,-0.6,padloke01
Emilio Pagán*,,paganem01
Jermaine Palacios,-0.6,palacje01
Joshua Palacios*,-0.2,palacjo01
Richie Palacios*,-0.2,palacri01
Andre Pallante,,pallaan01
Michael Papierski#,-0.6,papiemi01
Enoli Paredes,,pareden01
Isaac Paredes,2.5,paredis01
Hoy Park*,-0.3,parkho01
Vinnie Pasquantino*,1.4,pasquvi01
Luis Patiño,,patinlu01
Spencer Patton,,pattosp01
Joel Payamps,0.0,payamjo01
Mark Payton*,-0.1,paytoma01
Matt Peacock,,peacoma01
Joc Pederson*,1.3,pederjo01
Elvis Peguero,,pegueel01
Liover Peguero,0.2,pegueli01
Jeremy Peña,4.9,penaje02
Ryan Pepiot,,pepiory01
David Peralta*,0.7,peralda01
Freddy Peralta,,peralfr01
Wandy Peralta*,,peralwa01
Wily Peralta,,peralwi01
Oswald Peraza,0.5,perazos02
Geraldo Perdomo#,0.7,perdoge01
Luis Perdomo,,perdolu02
Carlos Pérez,-0.2,perezca03
Cionel Pérez,0.0,perezci01
Francisco Pérez#,,perezfr01
Joe Perez,0.0,perezjo02
Martín Pérez*,,perezma02
Michael Perez*,-0.1,perezmi03
Oliver Pérez*,,perezol01
Roberto Pérez,0.6,perezro02
Salvador Perez,2.7,perezsa02
Dillon Peters*,,peterdi01
David Peterson*,,peterda01
Jace Peterson*,2.3,peterja01
Tommy Pham,0.4,phamth01
David Phelps,,phelpda01
Brett Phillips*,0.2,phillbr02
Evan Phillips,0.1,phillev01
Konnor Pilkington*,,pilkiko01
Kevin Pillar,-0.2,pillake01
Manny Piña,-0.1,pinama01
Chad Pinder,-0.7,pindech01
Israel Pineda,-0.2,pinedis01
Michael Pineda,,pinedmi01
René Pinto,-0.2,pintore02
Stephen Piscotty,-0.8,piscost01
Nick Pivetta,,pivetni01
Michael Plassmeyer*,,plassmi01
Kevin Plawecki,-1.2,plaweke01
Zach Plesac,,plesaza01
Nick Plummer*,-0.1,plummni01
Colin Poche*,,pocheco01
Jorge Polanco#,2.8,polanjo01
AJ Pollock,0.4,polloaj01
Zach Pop,0.0,popza01
Sean Poppen,0.0,poppese01
Cody Poteet,,poteeco01
Nick Pratto*,-0.2,prattni01
Ryan Pressly,,pressry01
David Price*,0.0,priceda01
Ford Proctor*,-0.2,proctfo01
Jurickson Profar#,3.1,profaju01
Austin Pruitt,,pruitau01
Albert Pujols,2.2,pujolal01
A.J. Puk*,,pukaj01
Cal Quantrill*,,quantca01
José Quijada*,,quijajo01
Roman Quinn#,0.0,quinnro01
José Quintana,,quintjo01
Esteban Quiroz*,0.4,quiroes01
Cole Ragans*,,raganco01
Tanner Rainey,,raineta01
Cal Raleigh#,3.9,raleica01
Brooks Raley*,,raleybr01
Luke Raley*,0.3,raleylu01
Erasmo Ramírez,,ramirer02
Harold Ramírez,1.2,ramirha02
José Ramírez#,6.0,ramirjo01
Noé Ramirez,0.0,ramirno01
Yohan Ramirez,,ramiryo01
Heliot Ramos,-0.5,ramoshe02
Drew Rasmussen,,rasmudr01
Robbie Ray*,,rayro02
J.T. Realmuto,6.5,realmjt01
Jake Reed,0.0,reedja02
Rob Refsnyder,0.9,refsnro01
Sean Reid-Foley,,reidfse01
Zach Reks*,-0.4,reksza01
Anthony Rendon,0.9,rendoan01
Hunter Renfroe,2.7,renfrhu01
Luis Rengifo#,2.4,rengilu01
Denyi Reyes,,reyesde02
Franmil Reyes,-1.0,reyesfr01
Gerardo Reyes,,reyesge01
Pablo Reyes,-0.1,reyespa01
Victor Reyes#,0.1,reyesvi01
Bryan Reynolds#,2.9,reynobr01
Matt Reynolds,0.6,reynoma03
Garrett Richards,,richaga01
Trevor Richards,,richatr01
JT Riddle*,0.0,riddljt01
Austin Riley,6.5,rileyau01
Edwin Rios*,0.1,riosed01
Alfonso Rivas*,0.5,rivasal01
Emmanuel Rivera,1.6,riverem01
Sebastián Rivero,-0.2,riverse01
Anthony Rizzo*,2.3,rizzoan01
Luis Robert Jr.,2.1,roberlu01
Ethan Roberts,,roberet01
David Robertson,0.0,roberda08
Kramer Robertson,-0.1,roberkr01
Chuckie Robinson,-0.5,robinch04
Hansel Robles,,robleha01
Victor Robles,1.8,roblevi01
Brendan Rodgers,4.3,rodgebr02
Carlos Rodón*,,rodonca01
Dereck Rodríguez,,rodride01
Eduardo Rodriguez*,,rodried05
Elvin Rodriguez,,rodriel02
Joely Rodríguez*,0.0,rodrijo06
Julio Rodríguez,6.2,rodriju01
Manuel Rodríguez,,rodrima01
Yerry Rodríguez,,rodriye01
Josh Rogers*,,rogerjo01
Taylor Rogers*,0.0,rogerta01
Trevor Rogers*,,rogertr01
Tyler Rogers,,rogerty01
Jose Rojas*,-1.1,rojasjo02
Josh Rojas*,3.2,rojasjo01
Miguel Rojas,2.5,rojasmi02
Jordan Romano,,romanjo03
Jhon Romero,,romerjh01
JoJo Romero*,0.0,romerjo01
Tommy Romero,,romerto01
Austin Romine,-0.8,rominau01
Sergio Romo,,romose01
Angel Rondón,,rondoan01
Brent Rooker,-0.4,rookebr01
Amed Rosario,4.2,rosaram01
Eddie Rosario*,-1.6,rosared01
Eguy Rosario,0.1,rosareg01
Kenny Rosenberg*,,rosenke01
Bubby Rossman#,,rossmbu01
Michael Rucker,,ruckemi01
Darin Ruf,-1.6,rufda01
Esteury Ruiz,-0.5,ruizes01
José Ruiz,,ruizjo01
Keibert Ruiz#,1.6,ruizke01
Norge Ruíz,,ruizno01
Adley Rutschman#,5.2,rutscad01
Joe Ryan,,ryanjo04
Hyun Jin Ryu,,ryuhy01
Connor Sadzeck,,sadzeco01
Chris Sale*,,salech01
Adrian Sampson,,sampsad01
Aaron Sanchez,,sanchaa01
Aníbal Sánchez,,sanchan01
Cristopher Sánchez*,,sanchcr01
Gary Sánchez,0.9,sanchga02
Jesús Sánchez*,1.0,sanchje02
Miguel Sánchez,,sanchmi01
Yolmer Sanchez#,-0.6,sanchca01
Phoenix Sanders,,sandeph01
Nick Sandlin,,sandlni01
Patrick Sandoval*,,sandopa02
Cole Sands,,sandsco01
Donny Sands,-0.1,sandsdo01
Reiver Sanmartin*,0.0,sanmare01
Miguel Sanó,-0.8,sanomi01
Carlos Santana#,1.1,santaca01
Dennis Santana,,santade01
Anthony Santander#,2.1,santaan02
Tony Santillan,,santito01
Gregory Santos,,santogr01
Tayler Saucedo*,,sauceta01
Hirokazu Sawamura,,sawamhi01
Josh Sborz,,sborzjo01
Max Scherzer,,scherma01
Clarke Schmidt,0.0,schmicl01
Jonathan Schoop,0.1,schoojo01
John Schreiber,,schrejo01
Max Schrock*,-0.3,schroma01
Kyle Schwarber*,2.2,schwaky01
Frank Schwindel,-1.0,schwifr01
Tanner Scott,0.0,scottta01
Tayler Scott,,scottta02
Connor Seabold,,seaboco01
Corey Seager*,3.9,seageco01
JP Sears,,searsjp01
Cody Sedlock,,sedloco01
Jean Segura,1.8,segurje01
Sam Selman,,selmasa01
Marcus Semien,5.7,semiema01
Antonio Senzatela,,senzaan01
Nick Senzel,-1.3,senzeni01
Brian Serven,-0.1,servebr01
Anderson Severino*,0.0,severan01
Luis Severino,,severlu01
Pedro Severino,0.0,severpe01
Paul Sewald,0.0,sewalpa01
Bryan Shaw#,0.0,shawbr01
Travis Shaw*,-0.7,shawtr01
Gavin Sheets*,-0.4,sheetga01
Jordan Sheffield,,sheffjo01
Justus Sheffield*,,sheffju01
Zack Short,-0.1,shortza01
Chasen Shreve*,0.0,shrevch01
Michael Siani*,-0.4,sianimi01
Magneuris Sierra*,-0.5,sierrma01
Chase Silseth,,silsech01
Andrelton Simmons,-0.1,simmoan01
Lucas Sims,,simslu01
Brady Singer,,singebr01
Jose Siri,1.3,sirijo01
Tarik Skubal,,skubata01
Austin Slater,1.2,slateau01
Ethan Small*,,smallet01
Devin Smeltzer,,smeltde01
Caleb Smith,,smithca03
Chad Smith,,smithch12
Dominic Smith*,-0.4,smithdo02
Drew Smith,,smithdr01
Joe Smith,,smithjo05
Josh H. Smith*,0.3,smithjo11
Kevin Smith,0.3,smithke05
Pavin Smith*,0.4,smithpa04
Will Smith,,smithwi04
Will Smith,4.1,smithwi05
Canaan Smith-Njigba*,-0.1,smithca05
Drew Smyly*,,smylydr01
Kirby Snead*,,sneadki01
Blake Snell*,,snellbl01
Collin Snider,0.0,snideco01
Nicklaus Snyder,,snydeni01
Nick Solak,-0.1,solakni01
Donovan Solano,0.8,solando01
Jorge Soler,0.4,solerjo01
Jared Solomon,,solomja01
Edmundo Sosa,1.4,sosaed01
Lenyn Sosa,-0.5,sosale01
Gregory Soto*,,sotogr01
Juan Soto*,5.6,sotoju01
Livan Soto*,0.8,sotoli01
Bennett Sousa*,,sousabe01
Steven Souza Jr.,-0.3,souzast01
Cory Spangenberg*,0.0,spangco01
Gabe Speier*,,speiega01
George Springer,4.0,springe01
Jeffrey Springs*,,sprinje01
Locke St. John*,,stjohlo01
Jacob Stallings,-0.7,stallja01
Craig Stammen,,stammcr01
Ryne Stanek,,stanery01
Giancarlo Stanton,0.7,stantmi03
Cody Stashak,,stashco01
Max Stassi,-0.5,stassma01
Josh Staumont,0.0,staumjo01
Drew Steckenrider,0.0,steckdr01
Justin Steele*,,steelju01
Spencer Steer,0.1,steersp01
Michael Stefanic,0.0,stefami01
Trevor Stephan,,stephtr01
Jackson Stephens,0.0,stephja01
Robert Stephenson,,stephro01
Tyler Stephenson,1.5,stephty01
Cal Stevenson*,-0.3,steveca01
DJ Stewart*,,stewadj01
Trevor Story,2.5,storytr01
Bryson Stott*,1.2,stottbr01
Eric Stout*,,stouter01
Kyle Stowers*,-0.2,stoweky01
Matt Strahm,,strahma01
Dee Strange-Gordon*,-0.3,gordode01
Stephen Strasburg,,strasst01
Chris Stratton,,stratch01
Myles Straw,2.7,strawmy01
Hunter Strickland,0.0,strichu01
Spencer Strider,,stridsp01
Ross Stripling,,stripro01
Marcus Stroman,,stromma01
Peter Strzelecki,,strzepe01
Garrett Stubbs*,1.1,stubbga01
Eugenio Suárez,3.9,suareeu01
José Suarez*,,suarejo01
Ranger Suárez*,,suarera01
Robert Suarez,,suarero01
Beau Sulser,,sulsebe01
Cole Sulser,0.0,sulseco01
Brent Suter*,,suterbr01
Jack Suwinski*,1.1,suwinja01
Kurt Suzuki,-0.4,suzukku01
Seiya Suzuki,2.0,suzukse01
Travis Swaggerty*,-0.2,swaggtr01
Dansby Swanson,5.7,swansda01
Erik Swanson,,swanser01
Matt Swarmer,,swarmma01
Noah Syndergaard*,,syndeno01
Thomas Szapucki,,szaputh01
Jameson Taillon,,taillja01
Domingo Tapia,,tapiado01
Raimel Tapia*,0.3,tapiara01
Freddy Tarnok,,tarnofr01
Dillon Tate,0.0,tatedi01
Leody Taveras#,0.8,taverle01
Blake Taylor*,,taylobl01
Chris Taylor,0.5,tayloch03
Michael A. Taylor,3.2,taylomi02
Tyrone Taylor,2.1,tayloty01
Rowdy Tellez*,0.8,tellero01
Ryan Tepera,,teperry01
Jackson Tetreault,,tetreja01
Matt Thaiss*,-0.1,thaisma01
Caleb Thielbar,0.0,thielca01
Alek Thomas*,1.4,thomaal01
Cody Thomas*,-0.2,thomaco01
Dillon Thomas*,0.0,thomadi01
Lane Thomas,1.6,thomala02
Bubba Thompson,0.1,thompbu01
Keegan Thompson,,thompke02
Mason Thompson,,thompma02
Ryan Thompson,,thompry02
Trayce Thompson,1.9,thomptr01
Zach Thompson,,thompza01
Zack Thompson*,,thompza02
Tyler Thornburg,,thornty01
Trent Thornton,,thorntr01
Jesus Tinoco,,tinocje01
Michael Toglia#,-0.1,toglimi01
Ka'ai Tom*,0.0,tomka01
Justin Topa,,topaju01
Spencer Torkelson,-1.2,torkesp01
Abraham Toro#,-0.7,toroab01
Luis Torrens,0.1,torrelu01
Gleyber Torres,4.1,torregl01
Touki Toussaint,,toussto01
Ezequiel Tovar,-0.3,tovarez01
Taylor Trammell*,0.3,trammta01
Blake Treinen,,treinbl01
Alan Trejo,0.2,trejoal01
Jose Trevino,2.3,trevijo01
Lou Trivino,,trivilo01
Chadwick Tromp,0.2,trompch01
Mike Trout,6.3,troutmi01
Yoshi Tsutsugo*,-1.7,tsutsyo01
Cole Tucker#,-0.9,tuckeco01
Kyle Tucker*,5.3,tuckeky01
Tanner Tully*,,tullyta01
Justin Turner,2.0,turneju01
Trea Turner,4.9,turnetr01
Kyle Tyler,,tylerky01
Edwin Uceta,,ucetaed01
Erich Uelmen,,uelmeer01
Duane Underwood Jr.,,underdu01
Justin Upton,-0.3,uptonju01
José Ureña,,urenajo01
Julio Urías*,,uriasju01
Luis Urías,3.1,uriaslu01
Ramón Urías,3.6,uriasra01
José Urquidy,,urquijo01
Gio Urshela,3.1,urshegi01
César Valdez,,valdece01
Framber Valdez,,valdefr01
Phillips Valdez,,valdeph01
Josh VanMeter*,-0.7,vanmejo01
Ildemaro Vargas#,1.5,vargail01
Miguel Vargas,-0.5,vargami01
Louie Varland*,,varlalo01
Daulton Varsho*,4.9,varshda01
Andrew Vasquez*,,vasquan02
Andrew Vaughn,-0.2,vaughan01
Terrin Vavra*,0.0,vavrate01
Christian Vázquez,2.1,vazquch01
Vince Velasquez,,velasvi01
Andrew Velazquez#,1.4,velazan01
Nelson Velázquez,-0.6,velazne01
Alex Verdugo*,1.1,verdual01
Drew VerHagen,,verhadr01
Justin Verlander,,verlaju01
Alex Vesia*,,vesiaal01
Nick Vespi*,,vespini01
Will Vest,,vestwi01
Cam Vieaux*,,vieauca01
Mark Vientos,-0.2,vientma01
Matt Vierling,-0.6,vierlma01
David Villar,1.3,villada01
Jonathan Villar#,-1.1,villajo01
Meibrys Viloria*,0.3,vilorme01
Arodys Vizcaíno,,vizcaar01
Daniel Vogelbach*,1.4,vogelda01
Stephen Vogt*,-0.6,vogtst01
Luke Voit,0.8,voitlu01
Jason Vosler*,0.0,vosleja01
Austin Voth,,vothau01
Joey Votto*,-0.3,vottojo01
Michael Wacha,,wachami01
LaMonte Wade Jr.*,0.0,wadela01
Tyler Wade*,-0.6,wadety01
Adam Wainwright,,wainwad01
Cole Waites,,waiteco01
Ken Waldichuk*,,waldike01
Christian Walker,5.1,walkech02
Steele Walker*,-0.2,walkest01
Taijuan Walker#,,walketa01
Chad Wallach,-0.1,wallach01
Matt Wallner*,-0.2,wallnma01
Taylor Walls#,2.6,wallsta01
Jake Walsh,,walshja02
Jared Walsh*,-0.7,walshja01
Nash Walters,,waltena01
Donovan Walton*,-0.1,waltodo01
Andrew Wantz,,wantzan01
Taylor Ward,3.7,wardta01
Art Warren,,warrear01
Austin Warren,,warreau01
Drew Waters#,0.3,waterdr01
Spenser Watkins,,watkisp01
Ryan Weathers,,weathry01
Luke Weaver,0.0,weavelu01
Logan Webb,,webblo01
Ryan Weber,,weberry01
Jordan Weems*,,weemsjo01
Zack Weiss,,weissza01
Greg Weissert,,weissgr01
Alex Wells*,,wellsal01
Tyler Wells,,wellsty01
J.B. Wendelken,0.0,wendejb01
Joey Wendle*,2.4,wendljo01
Joey Wentz*,,wentzjo01
Hayden Wesneski,,wesneha01
Zack Wheeler*,,wheelza01
Eli White,1.0,whiteel04
Mitch White,,whitemi03
Aaron Whitefield,-0.3,whiteaa01
Kodi Whitley,,whitlko01
Garrett Whitlock,,whitlga01
Rowan Wick*,,wickro01
Taylor Widener*,,widenta01
Collin Wiles,,wilesco01
Devin Williams,,willide03
Luke Williams,-0.1,willilu01
Trevor Williams,0.0,willitr01
Bryse Wilson,,wilsobr02
Justin Wilson*,,wilsoju10
Marcus Wilson,0.0,wilsoma02
Steven Wilson,,wilsost02
Josh Winckowski,,winckjo01
Josh Winder,,windejo01
Jesse Winker*,-0.3,winkeje01
Patrick Wisdom,0.9,wisdopa01
Matt Wisler,,wislema01
Bobby Witt,0.9,wittbo02
Nick Wittgren,,wittgni01
Tony Wolters*,-0.1,wolteto01
Connor Wong,-0.1,wongco01
Kolten Wong*,3.1,wongko01
Alex Wood,,woodal02
Jake Woodford,,woodfja01
Brandon Woodruff*,,woodrbr01
Simeon Woods Richardson,,woodssi01
William Woods,,woodswi02
Kyle Wright,,wrighky01
Austin Wynns,0.4,wynnsau01
Jimmy Yacabonis,,yacabji01
Miguel Yajure,,yajurmi01
Ryan Yarbrough,,yarbrry01
Mike Yastrzemski*,1.9,yastrmi01
Kirby Yates*,,yateski01
Christian Yelich*,2.7,yelicch01
Juan Yepez,0.4,yepezju01
Huascar Ynoa,,ynoahu01
Alex Young*,,youngal01
Danny Young*,,youngda02
Jared Young*,0.1,youngja02
Aneurys Zabala,,zabalan01
Rob Zastryzny,,zastrro01
Seby Zavala,1.0,zavalse01
Angel Zerpa*,,zerpaan01
T.J. Zeuch,,zeuchtj01
Bradley Zimmer*,0.1,zimmebr01
Bruce Zimmermann*,,zimmebr02
Mike Zunino,-0.8,zuninmi01
