Name,WAR,Name-additional
Justin Miller,0.0,milleju01
Trever Miller,0.0,milletr02
Brad Mills,,millsbr02
Kevin Millwood,-0.1,millwke01
Mike Minor,-0.1,minormi01
Juan Miranda*,0.1,miranju01
Pat Misch,0.0,mischpa01
Russ Mitchell,-0.4,mitchru01
Sergio Mitre,0.0,mitrese01
Garrett Mock#,0.0,mockga01
Brian Moehler,-0.1,moehlbr01
Chad Moeller,-0.1,moellch01
Bengie Molina,-0.7,molinbe01
Gustavo Molina,-0.2,molingu01
José Molina,0.8,molinjo01
Yadier Molina,3.1,molinya01
Carlos Monasterios,-0.1,monasca01
Luis Montanez,-0.6,montalu01
Miguel Montero*,1.2,montemi01
Adam Moore,-0.5,mooread01
Scott Moore*,-0.5,mooresc02
Melvin Mora,0.0,morame01
Franklin Morales*,0.0,moralfr01
Jose Morales#,0.1,moraljo02
Kendrys Morales#,1.7,moralke01
Brent Morel,0.1,morelbr01
Mitch Moreland*,0.9,morelmi01
Nyjer Morgan*,-0.6,morgany01
Justin Morneau*,4.7,morneju01
Logan Morrison*,1.1,morrilo01
Brandon Morrow,0.0,morrobr01
Mike Morse,1.3,morsemi01
Clayton Mortensen,,mortecl01
Charlie Morton,-0.4,mortoch02
Guillermo Moscoso,,moscogu01
Dustin Moseley,,moseldu01
Brandon Moss*,-0.4,mossbr01
Guillermo Mota,0.0,motagu01
Jason Motte,0.0,motteja01
Jamie Moyer*,-0.1,moyerja01
Peter Moylan,0.0,moylape01
Edward Mujica,0.0,mujiced01
Kevin Mulvey,0.0,mulveke01
David Murphy*,2.6,murphda07
Donnie Murphy,0.7,murphdo01
Brett Myers,0.2,myersbr01
Xavier Nady,-1.0,nadyxa01
Mike Napoli,2.0,napolmi01
Chris Narveson*,0.8,narvech01
Daniel Nava#,0.2,navada01
Dioner Navarro#,0.0,navardi01
Oswaldo Navarro,-0.1,navaros01
Yamaico Navarro,-1.0,navarya01
Chris Nelson,-0.3,nelsoch01
Joe Nelson,0.0,nelsojo01
Pat Neshek#,,neshepa01
Fu-Te Ni*,0.0,nifu01
Mike Nickeas,-0.2,nickemi01
Jeff Niemann,-0.1,niemaje01
Jon Niese*,0.5,niesejo01
Fernando Nieve,0.0,nievefe01
Wil Nieves,-0.7,nievewi01
Dustin Nippert,0.0,nippedu01
Jayson Nix,0.6,nixja01
Laynce Nix*,1.3,nixla01
Ricky Nolasco,0.1,nolasri01
Jordan Norberto*,0.0,norbejo01
Bud Norris,0.1,norribu01
Iván Nova,0.0,novaiv01
Eduardo Núñez,0.0,nunezed02
Darren O'Day,0.0,odayda01
Eric O'Flaherty*,0.0,oflaher01
Sean O'Sullivan,0.0,osullse01
Trent Oeltjen*,-0.3,oeltjtr01
Alexi Ogando,0.1,ogandal01
Ross Ohlendorf,-0.2,ohlenro01
Will Ohman*,0.0,ohmanwi01
Augie Ojeda#,-0.4,ojedaau01
Hideki Okajima*,0.0,okajihi01
Andy Oliver*,0.0,olivean01
Darren Oliver,0.0,oliveda02
Miguel Olivo,2.5,olivomi01
Scott Olsen*,-0.2,olsensc01
Garrett Olson,0.0,olsonga01
Logan Ondrusek,-0.1,ondrulo01
Magglio Ordonez,1.3,ordonma01
David Ortiz*,2.8,ortizda01
Ramon Ortiz,-0.1,ortizra02
Russ Ortiz,0.0,ortizru01
Roy Oswalt,-0.2,oswalro01
Adam Ottavino#,-0.1,ottavad01
Lyle Overbay*,2.5,overbly01
Juan Carlos Oviedo,0.0,nunezle01
Micah Owings,0.2,owingmi01
Vicente Padilla,0.1,padilvi01
Ángel Pagán#,5.3,paganan01
Matt Pagnozzi,0.3,pagnoma01
Matt Palmer,,palmema01
Jonathan Papelbon,0.0,papeljo01
Chan Ho Park,0.0,parkch01
Bobby Parnell,0.0,parnebo01
Gerardo Parra*,0.5,parrage01
Manny Parra*,0.2,parrama01
John Parrish*,,parrijo01
Corey Patterson*,1.3,patteco01
Eric Patterson*,0.6,patteer01
Troy Patton#,,pattotr01
Xavier Paul*,-0.4,paulxa01
David Pauley,0.0,pauleda01
Felipe Paulino,0.3,paulife01
Ronny Paulino,0.9,pauliro01
Carl Pavano,0.2,pavanca01
Jay Payton,0.2,paytoja01
Steve Pearce,0.3,pearcst01
Jake Peavy,0.0,peavyja01
Dustin Pedroia,3.2,pedrodu01
Mike Pelfrey,-0.3,pelfrmi01
Brayan Peña#,0.4,penabr01
Carlos Pena*,2.1,penaca01
Ramiro Pena#,0.3,penara02
Tony Pena,0.0,penato03
Hunter Pence,3.0,pencehu01
Hayden Penn,0.0,pennha01
Cliff Pennington#,4.5,pennicl01
Brad Penny,0.1,pennybr01
Jhonny Peralta,2.6,peraljh01
Joel Peralta,0.0,peraljo01
Luis Perdomo,0.0,perdolu01
Chris Perez,0.0,perezch01
Oliver Pérez*,0.1,perezol01
Rafael Perez*,0.0,perezra01
Glen Perkins*,,perkigl01
Ryan Perry,0.0,perryry01
Vinnie Pestano,,pestavi01
Bryan Petersen*,-0.4,peterbr01
Andy Pettitte*,0.0,pettian01
Brandon Phillips,3.9,phillbr01
Paul Phillips,-0.1,phillpa01
Felix Pie*,0.9,piefe01
Juan Pierre*,0.3,pierrju01
A.J. Pierzynski*,1.0,pierza.01
Joel Pineiro,0.0,pineijo01
Renyel Pinto*,0.0,pintore01
Trevor Plouffe,-0.6,plouftr01
Scott Podsednik*,-0.6,podsesc01
Placido Polanco,3.2,polanpl01
Rick Porcello,0.0,porceri01
Jorge Posada#,1.3,posadjo01
Buster Posey,3.9,poseybu01
Landon Powell#,-0.2,powella01
Martín Prado,5.0,pradoma01
Alex Presley*,-0.2,preslal01
David Price*,0.0,priceda01
Scott Proctor,0.0,proctsc01
Albert Pujols,7.5,pujolal01
Nick Punto#,1.8,puntoni01
David Purcey*,0.0,purceda01
J.J. Putz,0.0,putzjj01
Chad Qualls,0.0,quallch01
Carlos Quentin,0.4,quentca01
Robb Quinlan,-0.4,quinlro01
Humberto Quintero,0.3,quinthu01
Guillermo Quiroz,0.0,quirogu01
Ryan Raburn,1.9,raburry01
Alexei Ramírez,5.6,ramiral03
Aramis Ramirez,-0.7,ramirar01
Edwar Ramirez,,ramired01
Hanley Ramirez,2.8,ramirha01
Manny Ramirez,0.9,ramirma02
Max Ramirez,0.1,ramirma03
Ramon Ramirez,0.0,ramirra02
Cesár Ramos*,0.0,ramosce01
Wilson Ramos,0.3,ramoswi01
Cody Ransom,0.1,ransoco01
Clay Rapada,,rapadcl01
Colby Rasmus*,3.6,rasmuco01
Jon Rauch,0.0,rauchjo01
Chris Ray,0.0,raych01
Robert Ray,,rayro01
John Raynor,-0.1,raynojo01
Josh Reddick*,-0.1,reddijo01
Mike Redmond,-0.2,redmomi01
Jeremy Reed*,-0.1,reedje03
Nolan Reimold,-0.3,reimono01
Edgar Renteria,0.6,renteed01
Jason Repko,0.9,repkoja01
Chris Resop,0.0,resopch01
Ben Revere*,-0.4,reverbe01
Dennys Reyes,0.0,reyesde01
Jo-Jo Reyes*,0.0,reyesjo03
José Reyes#,2.3,reyesjo01
Mark Reynolds,0.4,reynoma01
Matt Reynolds*,0.0,reynoma02
Arthur Rhodes*,0.0,rhodear01
Will Rhymes*,1.0,rhymewi01
Clayton Richard*,0.2,richacl01
Dustin Richardson*,0.0,richadu02
Juan Rincon,0.0,rincoju01
Royce Ring*,,ringro01
Alex Rios,3.3,riosal01
David Riske,0.0,riskeda01
Juan Rivera,-0.2,riverju01
Mariano Rivera,0.0,riverma01
Mike Rivera,-0.2,rivermi02
Saul Rivera#,0.0,riversa01
Brian Roberts#,1.2,roberbr01
Ryan Roberts,-0.1,roberry01
David Robertson,0.0,roberda08
Nate Robertson,0.1,roberna01
Fernando Rodney,0.0,rodnefe01
Alex Rodriguez,4.2,rodrial01
Francisco Rodríguez,0.0,rodrifr03
Francisco Rodriguez,0.0,rodrifr04
Henry Rodriguez,,rodrihe03
Ivan Rodriguez,-0.1,rodriiv01
Rafael Rodriguez,0.0,rodrira01
Sean Rodríguez,3.7,rodrise01
Wandy Rodriguez#,0.3,rodriwa01
Josh Roenicke,0.0,roenijo01
Esmil Rogers,0.0,rogeres01
Mark Rogers,0.0,rogerma01
Ryan Rohlinger,-0.2,rohliry01
Scott Rolen,4.1,rolensc01
Jimmy Rollins#,2.0,rolliji01
J.C. Romero#,0.0,romerj.01
Niuman Romero#,-0.1,romerni01
Ricky Romero,-0.1,romerri01
Andrew Romine#,-0.3,rominan01
Sergio Romo,0.0,romose01
Carlos Rosa,0.0,rosaca01
Adam Rosales,1.7,rosalad01
Leo Rosales,0.0,rosalle01
Sandy Rosario,0.0,rosarsa02
Cody Ross,1.8,rossco01
David Ross,1.2,rossda01
Tyson Ross,0.0,rossty01
Aaron Rowand,0.5,rowanaa01
Ryan Rowland-Smith*,-0.1,rowlary01
Carlos Ruiz,4.0,ruizca01
Randy Ruiz,-0.4,ruizra01
Dan Runzler*,0.0,runzlda01
Josh Rupe,,rupejo01
Adam Russell,0.0,russead01
James Russell*,-0.1,russeja02
Kevin Russo,0.1,russoke01
Rusty Ryal,-0.4,ryalru01
Brendan Ryan,2.1,ryanbr01
Mike Ryan*,-0.3,ryanmi03
Marc Rzepczynski*,,rzepcma01
CC Sabathia*,0.0,sabatc.01
Takashi Saito*,0.0,saitota01
Fernando Salas,0.0,salasfe01
Oscar Salazar,-0.4,salazos01
Chris Sale*,,salech01
Jarrod Saltalamacchia#,-0.1,saltaja01
Jeff Samardzija,0.1,samarje01
Chris Sampson,0.0,sampsch01
Alex Sanabia,-0.3,sanabal01
Brian Sanches,0.0,sanchbr01
Angel Sanchez,-1.0,sanchan02
Aníbal Sánchez,-0.3,sanchan01
Freddy Sanchez,1.9,sanchfr01
Gaby Sanchez,0.4,sanchga01
Jonathan Sánchez*,-0.1,sanchjo01
Romulo Sanchez,,sanchro01
Pablo Sandoval#,1.5,sandopa01
Carlos Santana#,2.0,santaca01
Ervin Santana,,santaer01
Johan Santana*,0.2,santajo02
Ramon Santiago#,2.7,santira01
Sergio Santos,0.0,santose01
Dane Sardinha,0.0,sardida01
Joe Saunders*,-0.1,saundjo01
Michael Saunders*,0.7,saundmi01
Jay Sborz,0.0,sborzja01
Bobby Scales#,0.2,scalebo01
Max Scherzer,0.0,scherma01
Nate Schierholtz*,0.5,schiena01
Daniel Schlereth*,,schleda01
Travis Schlichting,0.0,schlitr01
Brian Schlitter,0.0,schlibr01
Konrad Schmidt,-0.1,schmiko01
Brian Schneider*,0.5,schnebr01
Scott Schoeneweis*,,schoesc01
Skip Schumaker*,-0.5,schumsk01
Luke Scott*,3.8,scottlu01
Marco Scutaro,2.6,scutama01
Chris Seddon*,,seddoch01
Ryan Shealy,-0.2,shealry01
Ben Sheets,0.1,sheetbe01
George Sherrill*,0.0,sherrge01
James Shields,0.0,shielja02
Scot Shields,0.0,shielsc01
Kelly Shoppach,0.2,shoppke01
Carlos Silva,-0.3,silvaca01
Alfredo Simon,0.0,simonal01
Brett Sinkbeil,0.0,sinkbbr01
Tony Sipp*,0.0,sippto01
Grady Sizemore*,-0.4,sizemgr01
Scott Sizemore,-0.7,sizemsc01
Anthony Slama,,slamaan01
Doug Slaten*,0.0,slatedo01
Kevin Slowey,0.0,sloweke01
Chris Smith,0.0,smithch08
Greg Smith*,0.2,smithgr02
Joe Smith,0.0,smithjo05
Jordan Smith,0.0,smithjo06
Seth Smith*,0.4,smithse01
Justin Smoak#,-0.4,smoakju01
Ian Snell,0.0,snellia01
Travis Snider*,0.8,snidetr01
Brad Snyder*,0.0,snydebr02
Brandon Snyder,0.0,snydebr03
Chris Snyder,0.1,snydech02
Eric Sogard*,0.2,sogarer01
Andy Sonnanstine*,0.0,sonnaan01
Joakim Soria,0.0,soriajo01
Alfonso Soriano,0.8,soriaal01
Rafael Soriano,0.0,soriara01
Jorge Sosa,0.1,sosajo02
Geovany Soto,3.3,sotoge01
Denard Span*,1.7,spande01
Ryan Spilborghs,-0.3,spilbry01
Russ Springer,0.0,sprinru01
Max St. Pierre,-0.1,stpiema01
Matt Stairs*,0.4,stairma01
Craig Stammen,0.2,stammcr01
Daniel Stange,0.0,stangda01
Giancarlo Stanton,2.8,stantmi03
Tim Stauffer,0.2,staufti01
Nick Stavinoha,-0.2,stavini01
Adam Stern*,-0.2,sternad01
Mitch Stetter*,0.0,stettmi01
Jeff Stevens,0.0,steveje01
Chris Stewart,0.0,stewach01
Ian Stewart*,2.1,stewaia01
Brian Stokes,,stokebr01
Tobi Stoner#,0.0,stoneto01
Drew Storen#,0.1,storedr01
Stephen Strasburg,-0.2,strasst01
Huston Street,0.0,streehu01
Scott Strickland,0.0,stricsc02
Pedro Strop,,stroppe01
Drew Stubbs,3.0,stubbdr01
Cory Sullivan*,-0.6,sullico01
Jeff Suppan,0.2,suppaje01
Drew Sutton#,0.4,suttodr01
Ichiro Suzuki*,3.7,suzukic01
Kurt Suzuki,2.2,suzukku01
Brian Sweeney,0.0,sweenbr01
Mike Sweeney,0.6,sweenmi01
Ryan Sweeney*,1.0,sweenry01
Nick Swisher#,3.8,swishni01
Jose Tabata,0.8,tabatjo01
Hisanori Takahashi*,-0.2,takahhi01
Mitch Talbot,-0.1,talbomi01
Brian Tallet*,0.0,tallebr01
Taylor Tankersley*,0.0,tanketa01
Jack Taschner*,0.1,taschja01
Fernando Tatís,0.0,tatisfe01
Craig Tatum,0.3,tatumcr01
Willy Taveras,-0.3,taverwi01
Taylor Teagarden,-0.1,teagata01
Mark Teahen*,-1.1,teahema01
Mark Teixeira#,4.1,teixema01
Miguel Tejada,0.6,tejadmi01
Rubén Tejada,-0.3,tejadru01
Rob Tejeda,0.0,tejedro01
Kanekoa Texeira,0.0,texeika01
Marcus Thames,0.5,thamema01
Joe Thatcher*,0.0,thatcjo01
Dale Thayer,,thayeda01
Ryan Theriot,0.5,theriry01
Josh Thole*,0.6,tholejo01
Brad Thomas*,0.0,thomabr01
Justin Thomas*,0.0,thomaju01
Jim Thome*,3.6,thomeji01
Brad Thompson,,thompbr01
Rich Thompson,,thompri03
Matt Thornton*,0.0,thornma01
Erick Threets*,,threeer01
Chris Tillman,0.0,tillmch01
Jess Todd,,toddje01
Matt Tolbert#,0.3,tolbema01
Steven Tolleson,0.2,tollest01
Josh Tomlin,,tomlijo01
Yorvit Torrealba,2.6,torreyo01
Andres Torres#,5.3,torrean02
Carlos Torres,,torreca01
J.R. Towles,-0.2,towlejr01
Chad Tracy*,-0.3,tracych01
Matt Treanor,-0.4,treanma01
Ramon Troncoso,0.0,troncra01
Mark Trumbo,-0.1,trumbma01
Matt Tuiasosopo,-0.7,tuiasma01
Troy Tulowitzki,6.7,tulowtr01
Justin Turner,-0.5,turneju01
Koji Uehara,,ueharko01
Dan Uggla,4.3,ugglada01
B.J. Upton,1.4,uptonbj01
Justin Upton,1.6,uptonju01
Juan Uribe,1.5,uribeju01
Chase Utley*,5.8,utleych01
Chris Valaika,0.0,valaich01
Luis Valbuena*,0.0,valbulu01
Raúl Valdés*,0.4,valdera02
César Valdez,-0.1,valdece01
Merkin Valdez,,valdeme01
Wilson Valdez,0.8,valdewi01
Danny Valencia,2.0,valenda01
Jose Valverde,0.0,valvejo01
Rick van den Hurk,0.0,vanderi01
Jonathan Van Every*,0.0,vanevjo01
Claudio Vargas,0.0,vargacl01
Jason Vargas*,-0.1,vargaja01
Jason Varitek#,0.7,varitja01
Anthony Varvaro,,varvaan01
Esmerling Vasquez,0.0,vasques01
Javier Vazquez,0.1,vazquja01
Eugenio Velez#,0.0,velezeu01
Will Venable*,2.7,venabwi01
Jonny Venters*,0.0,ventejo01
Jose Veras,0.0,verasjo01
Justin Verlander,-0.1,verlaju01
Dayán Viciedo,0.2,vicieda01
Shane Victorino,3.0,victosh01
Carlos Villanueva,-0.1,villaca01
Henry Villar,0.0,villahe02
Pedro Viola,,violape01
Omar Vizquel#,0.2,vizquom01
Edinson Volquez,0.0,volqued01
Chris Volstad,-0.4,volstch01
Joey Votto*,7.0,vottojo01
Billy Wagner*,0.0,wagnebi02
Adam Wainwright,0.2,wainwad01
Tim Wakefield,0.0,wakefti01
Jordan Walden,,waldejo01
Neil Walker#,2.1,walkene01
Tyler Walker,0.0,walkety01
Brett Wallace*,-0.1,wallabr01
P.J. Walters,-0.1,waltepj01
Matt Watson*,0.1,watsoma02
Jeff Weaver,0.0,weaveje01
Jered Weaver,0.1,weaveje02
Ryan Webb,0.0,webbry01
Rickie Weeks,3.6,weeksri01
Robbie Weinhardt,,weinhro01
Todd Wellemeyer,-0.2,welleto01
Casper Wells,1.5,wellsca01
Randy Wells,0.1,wellsra01
Vernon Wells,4.0,wellsve01
Jayson Werth,4.5,werthja01
Sean West,0.0,westse01
Jake Westbrook,-0.1,westbja01
Dan Wheeler,0.0,wheelda01
Sean White,0.0,whitese02
Eli Whiteside,0.4,whiteel03
Matt Wieters#,2.6,wietema01
Ty Wigginton,1.1,wiggity01
Randy Williams*,0.0,willira01
Josh Willingham,2.8,willijo03
Dontrelle Willis*,0.1,willido03
Reggie Willits#,0.7,willire03
Bobby Wilson,0.5,wilsobo02
Brian Wilson,-0.1,wilsobr01
C.J. Wilson*,-0.1,wilsocj01
Jack Wilson,1.3,wilsoja02
Josh Wilson,0.8,wilsojo03
Randy Winn#,-0.9,winnra01
Dewayne Wise*,0.0,wisede01
Randy Wolf*,0.6,wolfra02
Ross Wolf,,wolfro01
Blake Wood,0.0,woodbl01
Brandon Wood,-1.5,woodbr01
Kerry Wood,0.0,woodke02
Tim Wood,0.0,woodti01
Travis Wood,0.2,woodtr01
Chris Woodward,-0.2,woodwch01
Vance Worley,0.0,worleva01
Danny Worth,0.2,worthda01
David Wright,2.8,wrighda03
Jamey Wright,,wrighja01
Wesley Wright,-0.1,wrighwe01
Michael Wuertz,0.0,wuertmi01
Kevin Youkilis,5.4,youklke01
Chris Young,0.0,youngch03
Chris Young,5.4,youngch04
Delmon Young,1.9,youngde03
Delwyn Young#,-0.3,youngde04
Eric Young Jr.#,-0.2,younger03
Michael Young,1.9,youngmi02
Mike Zagurski*,0.0,zagurmi01
Carlos Zambrano#,0.3,zambrca01
Gregg Zaun#,0.5,zaungr01
Lance Zawadzki#,-0.2,zawadla01
Brad Ziegler,0.0,zieglbr01
Ryan Zimmerman,6.2,zimmery01
Jordan Zimmermann,0.0,zimmejo02
Barry Zito*,-0.2,zitoba01
Ben Zobrist#,4.6,zobribe01
Joel Zumaya,0.0,zumayjo01
